Age,Gender,Education Level,Years of Experience,Job Role,Department,Location,Performance Rating,Skills,Company Tier,Certifications,Past Companies,Salary
59,Other,PhD,40,Data Scientist,IT,Remote,1.0,Management,Startup,None,3,11498714.12
27,Female,Master,9,HR Manager,HR,Delhi,4.0,Marketing,Mid-Size,None,5,2972587.74
53,Female,Master,33,HR Manager,HR,Mumbai,2.0,Management,Startup,None,0,6662593.24
42,Male,Master,18,Software Engineer,IT,Hyderabad,1.0,Python,Mid-Size,None,5,7070306.03
37,Female,Bachelor,13,Marketing Specialist,Marketing,Chennai,5.0,SQL,Startup,Advanced,5,3437111.51
42,Female,Master,23,Data Scientist,IT,Remote,3.0,Marketing,Mid-Size,Basic,4,7795238.01
32,Male,Bachelor,13,Sales Rep,Sales,Chennai,4.0,Marketing,Startup,None,5,2339861.21
58,Male,Bachelor,38,HR Manager,HR,Hyderabad,4.0,SQL,Mid-Size,None,3,8660393.32
57,Female,Bachelor,35,Data Scientist,IT,Remote,4.0,Marketing,Mid-Size,Basic,0,7796786.14
56,Male,PhD,33,Marketing Specialist,Marketing,Bangalore,3.0,Marketing,Startup,None,3,9827153.52
40,Female,Master,16,Software Engineer,IT,Remote,1.0,Management,Startup,None,1,3222625.45
41,Female,Master,17,HR Manager,HR,Bangalore,2.0,Management,Startup,Advanced,2,5560012.97
39,Male,Master,20,Data Scientist,IT,Chennai,1.0,SQL,Enterprise,Advanced,5,13087939.45
35,Male,Bachelor,14,Data Scientist,IT,Chennai,2.0,Python,Startup,Advanced,4,4852822.17
36,Male,PhD,17,Data Scientist,IT,Hyderabad,4.0,Marketing,Mid-Size,Basic,0,8312299.1
52,Male,Bachelor,29,Marketing Specialist,Marketing,Bangalore,1.0,Python,Enterprise,Basic,4,10040974.98
22,Male,Bachelor,0,Marketing Specialist,Marketing,Chennai,4.0,SQL,Mid-Size,None,4,425848.59
24,Female,Bachelor,2,Marketing Specialist,Marketing,Bangalore,5.0,SQL,Startup,None,4,864860.8
37,Male,Master,16,Sales Rep,Sales,Chennai,4.0,Management,Enterprise,None,5,5434986.66
44,Female,Master,20,Data Scientist,IT,Remote,4.0,Marketing,Startup,Basic,0,5001397.0
32,Male,Bachelor,13,HR Manager,HR,Mumbai,2.0,Communication,Mid-Size,Basic,0,2885777.29
33,Female,High School,11,Marketing Specialist,Marketing,Delhi,5.0,SQL,Enterprise,Basic,4,3050950.34
31,Male,Master,8,Marketing Specialist,Marketing,Remote,4.0,Marketing,Mid-Size,Advanced,2,2174664.53
53,Male,High School,33,Data Scientist,IT,Kolkata,4.0,Python,Mid-Size,Basic,5,8492786.1
37,Female,Master,19,Marketing Specialist,Marketing,Mumbai,5.0,Management,Startup,Advanced,5,6217088.17
29,Female,PhD,11,Sales Rep,Sales,Kolkata,5.0,Python,Startup,None,3,2761467.88
59,Male,Bachelor,41,Sales Rep,Sales,Chennai,1.0,SQL,Mid-Size,Basic,5,8491624.01
33,Female,Bachelor,9,Marketing Specialist,Marketing,Delhi,2.0,SQL,Startup,None,4,1708884.68
45,Male,Master,26,Data Scientist,IT,Delhi,5.0,Python,Enterprise,None,1,11334397.0
49,Male,Master,28,Data Scientist,IT,Chennai,5.0,SQL,Enterprise,Advanced,4,18040656.22
29,Male,Bachelor,7,Data Scientist,IT,Chennai,3.0,Marketing,Enterprise,Basic,0,3115598.35
49,Male,PhD,29,Software Engineer,IT,Bangalore,5.0,SQL,Mid-Size,None,5,15029843.53
57,Female,High School,34,Marketing Specialist,Marketing,Chennai,2.0,Management,Mid-Size,None,5,5770802.65
47,Male,Bachelor,27,Data Scientist,IT,Hyderabad,4.0,Marketing,Enterprise,Basic,3,12645416.94
29,Male,Master,6,Sales Rep,Sales,Chennai,4.0,Communication,Enterprise,Basic,1,2293924.9
49,Female,Master,25,HR Manager,HR,Hyderabad,4.0,SQL,Mid-Size,Advanced,5,10014921.72
49,Female,Bachelor,30,HR Manager,HR,Chennai,4.0,SQL,Startup,None,3,5365480.94
58,Male,Master,40,Data Scientist,IT,Bangalore,,Management,Startup,None,3,14586550.32
57,Female,Bachelor,38,HR Manager,HR,Hyderabad,5.0,Management,Mid-Size,None,1,8012724.68
48,Male,Bachelor,24,HR Manager,HR,Mumbai,4.0,Python,Mid-Size,None,4,5635230.69
38,Female,Bachelor,17,Software Engineer,IT,Hyderabad,1.0,Python,Enterprise,None,4,6793078.21
30,Female,Master,9,Sales Rep,Sales,Remote,4.0,Python,Startup,Advanced,4,2055342.65
54,Other,Bachelor,30,Sales Rep,Sales,Bangalore,5.0,Management,Startup,None,2,5243188.88
41,Male,Bachelor,18,Software Engineer,IT,Kolkata,4.0,Python,Startup,None,4,4115272.96
34,Male,Bachelor,12,Software Engineer,IT,Hyderabad,3.0,Python,Startup,None,1,3022715.68
49,,Master,27,HR Manager,HR,Remote,2.0,Communication,Startup,None,2,4557114.48
50,Male,Master,27,Marketing Specialist,Marketing,Remote,2.0,Python,Mid-Size,Basic,4,6107530.49
34,Male,Master,13,HR Manager,HR,Remote,5.0,SQL,Mid-Size,Basic,2,3148856.41
56,Female,Bachelor,35,Software Engineer,IT,Chennai,2.0,Management,Mid-Size,Basic,1,9136066.74
27,Male,Master,6,Sales Rep,Sales,Remote,2.0,Marketing,Startup,None,4,1095068.16
39,Male,Bachelor,20,HR Manager,HR,Chennai,,Communication,Startup,None,0,3163206.49
26,Female,Master,5,Marketing Specialist,Marketing,Kolkata,5.0,Management,Mid-Size,None,5,1832231.1
46,Male,PhD,26,HR Manager,HR,Bangalore,5.0,Management,Enterprise,None,1,11967398.98
23,Female,High School,5,Data Scientist,IT,Delhi,2.0,SQL,Startup,Basic,3,1216790.9
31,Male,Master,10,HR Manager,HR,Chennai,2.0,Python,Enterprise,None,3,3729330.47
51,,High School,28,Software Engineer,IT,Remote,2.0,SQL,Startup,Basic,1,3996921.2
26,Male,Bachelor,8,Sales Rep,Sales,Remote,3.0,Python,Enterprise,None,3,1645436.01
54,Male,Bachelor,35,Sales Rep,Sales,Mumbai,4.0,Python,Enterprise,Basic,1,8616850.55
22,Female,Bachelor,0,Software Engineer,IT,Remote,3.0,Management,Startup,Advanced,0,415293.78
39,Male,Bachelor,21,Data Scientist,IT,Bangalore,5.0,Python,Mid-Size,Basic,1,7748055.51
53,,Master,30,Software Engineer,IT,Hyderabad,1.0,Communication,Startup,None,4,9292208.02
32,Male,Bachelor,13,HR Manager,HR,Hyderabad,4.0,Communication,Enterprise,Advanced,4,5600174.02
42,Male,Master,22,Software Engineer,IT,Remote,1.0,Communication,Mid-Size,Basic,2,6028402.82
47,Female,Bachelor,28,Software Engineer,IT,Mumbai,5.0,Management,Mid-Size,None,3,8011950.87
46,Male,High School,27,Data Scientist,IT,Chennai,,SQL,Mid-Size,None,5,7174894.02
43,Female,Master,20,HR Manager,HR,Bangalore,1.0,Marketing,Enterprise,Basic,3,8831438.12
48,Other,Bachelor,24,Marketing Specialist,Marketing,Mumbai,1.0,,Startup,Basic,1,4339860.86
34,Female,Bachelor,12,Marketing Specialist,Marketing,Chennai,,Marketing,Mid-Size,None,5,2772296.14
54,Female,Master,33,Sales Rep,Sales,Bangalore,5.0,SQL,Startup,None,5,8107949.89
55,Male,Bachelor,34,Software Engineer,IT,Remote,2.0,SQL,Startup,Advanced,3,7371286.1
56,,High School,36,Sales Rep,Sales,Hyderabad,1.0,Management,Mid-Size,None,5,5964837.42
22,Male,Bachelor,2,Data Scientist,IT,Bangalore,4.0,Communication,Startup,None,5,1273441.49
42,Female,PhD,21,Marketing Specialist,Marketing,Remote,,Communication,Startup,None,4,4661337.84
27,Other,Master,5,Software Engineer,IT,Kolkata,3.0,SQL,Enterprise,Basic,0,2518707.78
49,Male,Master,28,Data Scientist,IT,Delhi,3.0,Management,Startup,None,1,7716468.79
38,Female,Master,14,Data Scientist,IT,Bangalore,4.0,Management,Mid-Size,Basic,3,7382391.58
26,Male,Bachelor,4,Software Engineer,IT,Delhi,2.0,Python,Startup,None,4,1104357.27
52,Female,Bachelor,32,Data Scientist,IT,Bangalore,1.0,Communication,Startup,Basic,2,9830238.35
26,Male,Master,8,Software Engineer,IT,Delhi,5.0,SQL,Startup,Basic,5,3216930.06
59,Other,Bachelor,36,Software Engineer,IT,Kolkata,1.0,Marketing,Mid-Size,None,5,9241151.05
24,Female,Bachelor,0,HR Manager,HR,Hyderabad,5.0,Communication,Mid-Size,None,3,585930.57
44,Male,Bachelor,20,Sales Rep,Sales,Chennai,3.0,Python,Startup,None,0,2700711.37
58,Male,Bachelor,38,Data Scientist,IT,Delhi,1.0,Management,Startup,None,0,7721281.17
58,Male,PhD,38,Data Scientist,IT,Kolkata,4.0,SQL,Enterprise,Basic,3,21842567.57
31,Male,High School,12,HR Manager,HR,Delhi,2.0,Communication,Startup,None,3,1797829.35
31,Male,Bachelor,7,HR Manager,HR,Hyderabad,4.0,Marketing,Enterprise,Basic,4,3012688.23
40,Female,Bachelor,21,HR Manager,HR,Delhi,2.0,Python,Startup,None,3,3646272.14
38,Female,PhD,19,Marketing Specialist,Marketing,Kolkata,1.0,Python,Mid-Size,None,2,5057553.73
42,Female,Bachelor,19,Marketing Specialist,Marketing,Remote,1.0,Communication,Startup,None,4,2661781.16
35,Male,Bachelor,16,Marketing Specialist,Marketing,Kolkata,2.0,Marketing,Enterprise,None,5,4325825.87
30,Female,Master,8,Software Engineer,IT,Mumbai,3.0,Python,Mid-Size,None,5,3563740.83
22,Female,Master,1,Data Scientist,IT,Hyderabad,,SQL,Mid-Size,Basic,5,1626835.47
34,Male,Bachelor,16,Sales Rep,Sales,Remote,4.0,Python,Startup,None,5,2193463.86
25,Female,Bachelor,5,Software Engineer,IT,Mumbai,4.0,Marketing,Mid-Size,None,1,1646372.0
22,Female,Bachelor,0,Data Scientist,IT,Hyderabad,4.0,Management,Mid-Size,Basic,2,747253.04
53,Male,Bachelor,35,Data Scientist,IT,Remote,1.0,Management,Startup,Basic,4,7727378.86
55,Male,Bachelor,31,HR Manager,HR,Delhi,4.0,Communication,Startup,None,4,5543819.23
49,Male,Bachelor,25,HR Manager,HR,Remote,5.0,Marketing,Enterprise,Basic,5,6747331.49
52,Male,Bachelor,28,Software Engineer,IT,Kolkata,5.0,Python,Startup,None,0,5090758.23
29,Female,Bachelor,7,HR Manager,HR,Mumbai,2.0,Python,Mid-Size,Basic,4,1954025.0
47,Female,Master,25,Data Scientist,IT,Delhi,1.0,Management,Mid-Size,Basic,2,9275278.64
55,Female,PhD,35,HR Manager,HR,Kolkata,5.0,Management,Enterprise,Basic,3,14535343.63
24,Male,Master,3,Marketing Specialist,Marketing,Hyderabad,3.0,SQL,Enterprise,Basic,2,1799400.34
33,Male,High School,14,HR Manager,HR,Remote,1.0,,Enterprise,None,5,2727055.98
22,Female,High School,0,Data Scientist,IT,Kolkata,1.0,SQL,Startup,Basic,5,290867.71
26,Female,PhD,3,Software Engineer,IT,Delhi,5.0,Python,Enterprise,None,1,2366876.88
51,Male,Bachelor,30,Sales Rep,Sales,Mumbai,3.0,SQL,Startup,None,4,5019059.86
51,Female,High School,28,HR Manager,HR,Mumbai,2.0,SQL,Mid-Size,None,4,5178824.24
38,Female,Bachelor,18,Data Scientist,IT,Remote,5.0,Communication,Mid-Size,Advanced,4,5809709.48
44,Male,Master,24,Sales Rep,Sales,Kolkata,3.0,Management,Startup,Basic,5,5133976.89
36,Male,Master,16,Sales Rep,Sales,Delhi,1.0,SQL,Enterprise,None,4,4786993.73
58,Female,Bachelor,40,Marketing Specialist,Marketing,Bangalore,3.0,Python,Startup,Basic,0,7569218.8
42,Male,High School,19,Sales Rep,Sales,Hyderabad,1.0,Marketing,Mid-Size,Basic,0,2824851.26
35,Male,PhD,14,Data Scientist,IT,Hyderabad,5.0,SQL,Mid-Size,None,3,7593647.87
23,Male,Bachelor,2,Data Scientist,IT,Delhi,5.0,Management,Mid-Size,None,4,1319015.65
32,Male,Master,10,HR Manager,HR,Bangalore,4.0,Communication,Startup,Basic,1,3014102.8
59,Female,Master,37,HR Manager,HR,Mumbai,4.0,Python,Mid-Size,None,3,10159132.21
55,Female,Master,31,HR Manager,HR,Remote,4.0,Communication,Enterprise,None,5,9181577.75
59,Male,Bachelor,37,Sales Rep,Sales,Chennai,5.0,Marketing,Startup,Basic,4,6531421.28
55,,Bachelor,35,Sales Rep,Sales,Chennai,2.0,SQL,Mid-Size,Advanced,0,6774611.64
39,Female,Bachelor,18,Marketing Specialist,Marketing,Remote,5.0,SQL,Startup,Basic,1,2585046.04
51,Female,Master,28,HR Manager,HR,Delhi,3.0,Management,Mid-Size,Basic,3,7777192.74
36,Male,PhD,16,Software Engineer,IT,Bangalore,5.0,SQL,Enterprise,None,1,9784117.63
48,Male,Bachelor,30,Marketing Specialist,Marketing,Bangalore,5.0,Python,Mid-Size,None,4,7457055.25
55,Other,Bachelor,33,Software Engineer,IT,Hyderabad,1.0,Marketing,Mid-Size,Basic,2,9711726.77
59,,PhD,39,Sales Rep,Sales,Mumbai,1.0,Communication,Mid-Size,None,1,9733312.4
54,Male,Master,34,Marketing Specialist,Marketing,Kolkata,1.0,Marketing,Mid-Size,Basic,1,7682049.51
45,Male,Master,27,Marketing Specialist,Marketing,Bangalore,5.0,SQL,Startup,None,5,7612097.86
36,Male,Bachelor,17,Data Scientist,IT,Remote,2.0,Communication,Startup,None,0,3114362.95
51,Female,Bachelor,30,Sales Rep,Sales,Kolkata,3.0,Management,Mid-Size,None,4,5134920.08
38,Female,Master,15,Sales Rep,Sales,Chennai,3.0,Marketing,Mid-Size,Advanced,1,4045813.73
26,Male,Master,2,Marketing Specialist,Marketing,Kolkata,2.0,Communication,Mid-Size,None,4,811952.7
50,Male,Bachelor,31,Sales Rep,Sales,Mumbai,2.0,Communication,Startup,None,0,4232301.17
25,Female,High School,3,Marketing Specialist,Marketing,Remote,3.0,Communication,Startup,None,5,541647.74
31,Female,Bachelor,11,Data Scientist,IT,Mumbai,4.0,Python,Startup,Basic,4,3720795.59
38,Male,Bachelor,20,Marketing Specialist,Marketing,Kolkata,1.0,Marketing,Enterprise,None,0,4188802.8
31,Female,Bachelor,13,Sales Rep,Sales,Delhi,1.0,Communication,Mid-Size,None,0,2028791.51
38,Other,PhD,17,Sales Rep,Sales,Bangalore,3.0,Marketing,Startup,None,3,4731993.3
41,Male,Bachelor,22,Marketing Specialist,Marketing,Remote,2.0,Communication,Startup,Basic,5,3595849.69
45,Female,Master,21,Marketing Specialist,Marketing,Delhi,4.0,Management,Enterprise,None,5,7388722.8
26,Male,Bachelor,5,Marketing Specialist,Marketing,Kolkata,3.0,Management,Startup,None,4,1009181.72
55,Female,Master,35,HR Manager,HR,Bangalore,1.0,Management,Enterprise,None,2,13155897.69
27,Female,PhD,6,Sales Rep,Sales,Hyderabad,5.0,SQL,Startup,None,3,1937365.64
23,Female,Bachelor,0,Sales Rep,Sales,Delhi,2.0,Communication,Enterprise,Basic,5,447303.28
34,Female,High School,16,HR Manager,HR,Delhi,5.0,SQL,Enterprise,None,0,3061257.98
32,Male,Bachelor,14,Marketing Specialist,Marketing,Kolkata,3.0,Marketing,Mid-Size,Advanced,5,3689156.87
44,,High School,22,Data Scientist,IT,Chennai,1.0,SQL,Startup,Advanced,2,5347481.87
37,Female,Master,15,Marketing Specialist,Marketing,Kolkata,4.0,Marketing,Startup,None,1,2859040.48
52,Male,PhD,28,Marketing Specialist,Marketing,Delhi,5.0,Marketing,Mid-Size,Basic,1,8302548.24
32,Female,Bachelor,12,HR Manager,HR,Bangalore,,Marketing,Mid-Size,Basic,5,4054620.75
37,Female,Bachelor,14,Sales Rep,Sales,Chennai,1.0,SQL,Startup,Basic,5,2587999.01
29,Male,Bachelor,10,Marketing Specialist,Marketing,Kolkata,5.0,Communication,Startup,None,3,1890778.78
25,Female,Master,4,Sales Rep,Sales,Remote,4.0,SQL,Mid-Size,None,5,1194256.28
25,Female,High School,1,Software Engineer,IT,Kolkata,4.0,Communication,Mid-Size,None,2,601426.52
46,Male,Bachelor,26,Sales Rep,Sales,Delhi,5.0,Communication,Startup,Basic,5,4626714.51
24,Other,Master,2,Data Scientist,IT,Delhi,1.0,Marketing,Startup,None,4,951550.71
53,Male,Master,32,Data Scientist,IT,Hyderabad,4.0,SQL,Enterprise,None,2,16245524.74
24,Male,Bachelor,2,Marketing Specialist,Marketing,Kolkata,3.0,Communication,Mid-Size,None,3,663748.82
48,Male,Master,27,Sales Rep,Sales,Delhi,5.0,,Mid-Size,None,4,6390441.47
50,,High School,31,Marketing Specialist,Marketing,Remote,2.0,Communication,Mid-Size,None,4,4107368.2
53,Female,Bachelor,33,HR Manager,HR,Mumbai,2.0,Management,Startup,None,1,5595153.48
40,Male,Master,19,Data Scientist,IT,Chennai,1.0,SQL,Startup,None,2,5754008.59
42,Male,Master,19,Marketing Specialist,Marketing,Mumbai,3.0,SQL,Startup,Advanced,4,5699915.08
26,Female,High School,2,HR Manager,HR,Chennai,4.0,SQL,Enterprise,None,3,889564.37
39,Male,Bachelor,21,Marketing Specialist,Marketing,Remote,2.0,Communication,Mid-Size,Basic,1,3323148.79
49,Female,Bachelor,26,Sales Rep,Sales,Kolkata,1.0,Python,Startup,None,4,3729253.68
43,Female,Bachelor,20,Sales Rep,Sales,Hyderabad,3.0,Communication,Enterprise,None,2,4945827.76
42,Female,Bachelor,18,Sales Rep,Sales,Delhi,3.0,Communication,Startup,Basic,1,2683020.2
27,Other,High School,9,Sales Rep,Sales,Delhi,1.0,Marketing,Enterprise,Basic,2,1888786.98
22,Male,Bachelor,0,Software Engineer,IT,Delhi,1.0,Marketing,Enterprise,None,2,312634.51
26,Other,Master,5,HR Manager,HR,Kolkata,4.0,Communication,Startup,Advanced,2,1731689.72
33,Female,Master,12,HR Manager,HR,Chennai,1.0,Management,Startup,Advanced,1,3112702.77
47,Female,Master,26,Sales Rep,Sales,Remote,4.0,,Mid-Size,Advanced,4,6127575.63
55,Male,High School,37,Software Engineer,IT,Delhi,4.0,Communication,Mid-Size,None,5,8102120.78
35,Female,PhD,12,Sales Rep,Sales,Mumbai,5.0,Python,Mid-Size,None,0,3432065.81
47,Male,Master,29,Software Engineer,IT,Delhi,3.0,Management,Enterprise,Basic,4,13697994.03
48,Male,Master,27,Sales Rep,Sales,Kolkata,3.0,SQL,Mid-Size,Basic,1,5504701.9
30,Male,Master,6,Data Scientist,IT,Remote,3.0,Communication,Startup,None,0,1597098.19
47,Female,PhD,24,Data Scientist,IT,Hyderabad,5.0,Communication,Startup,Basic,0,9825483.03
43,Female,Bachelor,20,Marketing Specialist,Marketing,Remote,4.0,Management,Mid-Size,None,0,2857651.12
51,Female,Bachelor,29,Sales Rep,Sales,Mumbai,4.0,Marketing,Startup,None,5,5122380.39
38,Female,Master,16,HR Manager,HR,Delhi,1.0,Marketing,Mid-Size,None,3,4083030.6
47,Male,Master,28,Marketing Specialist,Marketing,Delhi,5.0,Marketing,Startup,Basic,1,5835920.15
57,Female,Master,37,Data Scientist,IT,Bangalore,1.0,SQL,Startup,None,5,14383415.99
22,Male,Bachelor,0,Sales Rep,Sales,Chennai,,Management,Startup,Basic,5,431192.88
29,Female,High School,11,Marketing Specialist,Marketing,Mumbai,1.0,Management,Mid-Size,None,3,1914062.57
56,Female,Bachelor,34,Sales Rep,Sales,Bangalore,2.0,Marketing,Startup,Basic,0,5860387.99
36,Female,PhD,17,Data Scientist,IT,Remote,3.0,Marketing,Mid-Size,Advanced,3,7805849.02
43,Female,Bachelor,20,Marketing Specialist,Marketing,Hyderabad,3.0,,Mid-Size,Basic,3,4991554.21
35,Male,Bachelor,16,Data Scientist,IT,Chennai,4.0,Python,Mid-Size,Advanced,5,6940269.38
47,Male,Bachelor,24,Software Engineer,IT,Mumbai,2.0,Communication,Mid-Size,None,1,6078738.61
49,Female,Bachelor,25,Data Scientist,IT,Delhi,3.0,Communication,Startup,None,2,5846845.03
44,Male,Master,20,Sales Rep,Sales,Remote,4.0,Management,Mid-Size,None,3,3692117.43
35,Male,Master,12,HR Manager,HR,Mumbai,2.0,Management,Startup,None,3,3007818.45
45,Male,Master,25,Data Scientist,IT,Delhi,3.0,SQL,Mid-Size,Basic,0,8471281.8
23,Female,Bachelor,1,HR Manager,HR,Chennai,1.0,SQL,Startup,None,0,323668.64
47,Male,Master,29,Software Engineer,IT,Delhi,5.0,Python,Mid-Size,None,5,10193063.08
35,,Bachelor,17,Marketing Specialist,Marketing,Hyderabad,2.0,Communication,Enterprise,None,0,4285051.35
28,Female,Master,7,Marketing Specialist,Marketing,Remote,4.0,Python,Mid-Size,None,4,1767695.15
24,Female,Bachelor,1,HR Manager,HR,Kolkata,2.0,Python,Mid-Size,None,3,498037.45
44,Male,Bachelor,26,Marketing Specialist,Marketing,Delhi,4.0,Communication,Mid-Size,Basic,0,4923754.5
39,Male,Master,19,Data Scientist,IT,Hyderabad,2.0,SQL,Startup,None,1,6067227.45
59,Male,PhD,36,HR Manager,HR,Kolkata,4.0,Communication,Enterprise,None,4,14164872.21
56,Male,High School,36,Sales Rep,Sales,Remote,3.0,Marketing,Startup,Basic,5,4115072.9
36,Male,Master,18,Data Scientist,IT,Chennai,1.0,Marketing,Enterprise,Basic,2,9165435.97
46,Female,Bachelor,28,Data Scientist,IT,Chennai,3.0,Marketing,Mid-Size,None,3,8358015.37
58,Female,Bachelor,37,Data Scientist,IT,Remote,1.0,Management,Mid-Size,Basic,3,9077606.38
49,Female,High School,31,Sales Rep,Sales,Remote,3.0,SQL,Mid-Size,None,1,3161653.74
31,Male,Bachelor,8,Software Engineer,IT,Mumbai,3.0,SQL,Mid-Size,None,2,2449907.42
38,Female,Bachelor,14,Marketing Specialist,Marketing,Hyderabad,2.0,Management,Mid-Size,None,2,3146253.84
43,Male,High School,20,HR Manager,HR,Hyderabad,5.0,Python,Startup,None,5,3629354.36
47,Other,Bachelor,24,Software Engineer,IT,Remote,4.0,Marketing,Mid-Size,Basic,5,6043433.55
46,Female,PhD,25,HR Manager,HR,Bangalore,4.0,Marketing,Mid-Size,None,4,9992729.19
38,Male,Bachelor,17,Marketing Specialist,Marketing,Bangalore,4.0,Python,Enterprise,None,3,5605767.92
34,Female,Master,16,Sales Rep,Sales,Kolkata,1.0,Communication,Mid-Size,Basic,0,3186204.3
41,Male,Bachelor,22,Data Scientist,IT,Kolkata,4.0,Communication,Startup,None,5,5735356.55
46,Female,Master,27,Data Scientist,IT,Bangalore,4.0,SQL,Startup,None,1,9152752.13
25,Male,Bachelor,4,Sales Rep,Sales,Remote,2.0,Management,Mid-Size,Basic,1,616072.63
31,Male,Bachelor,13,Software Engineer,IT,Remote,3.0,SQL,Startup,None,1,2200207.16
24,Female,Bachelor,5,Software Engineer,IT,Kolkata,4.0,Communication,Startup,Basic,5,1694834.8
39,Male,High School,21,HR Manager,HR,Delhi,5.0,Python,Enterprise,None,5,5153108.19
57,Female,Bachelor,39,Sales Rep,Sales,Remote,4.0,SQL,Mid-Size,Basic,1,5421843.62
43,Male,Master,25,Software Engineer,IT,Bangalore,1.0,Marketing,Mid-Size,None,5,10372355.19
55,Female,Master,33,Sales Rep,Sales,Hyderabad,1.0,Marketing,Startup,Basic,0,6399684.23
29,Female,Master,6,Marketing Specialist,Marketing,Remote,1.0,Python,Mid-Size,None,0,1151009.06
40,Female,Master,22,Data Scientist,IT,Remote,4.0,Communication,Startup,Basic,4,6422637.96
58,Male,Bachelor,36,Data Scientist,IT,Delhi,2.0,Marketing,Mid-Size,None,3,9985076.26
27,Male,Bachelor,6,Data Scientist,IT,Kolkata,5.0,Marketing,Startup,None,0,1690089.42
47,Male,Bachelor,28,Sales Rep,Sales,Remote,4.0,Management,Enterprise,None,4,5485776.71
55,Male,Bachelor,32,Sales Rep,Sales,Chennai,2.0,SQL,Mid-Size,Basic,2,5974187.22
27,Female,Bachelor,3,HR Manager,HR,Mumbai,2.0,Communication,Mid-Size,Advanced,3,1290224.01
58,Female,Bachelor,39,Data Scientist,IT,Bangalore,4.0,SQL,Mid-Size,None,0,11743451.42
54,Female,Bachelor,31,HR Manager,HR,Chennai,4.0,Communication,Mid-Size,None,2,6382694.71
43,Female,Bachelor,19,Data Scientist,IT,Kolkata,2.0,Marketing,Startup,Basic,4,5069926.67
42,Female,Master,23,HR Manager,HR,Hyderabad,,Management,Mid-Size,None,0,5748566.15
27,Female,Master,4,HR Manager,HR,Mumbai,2.0,SQL,Startup,Advanced,0,1321468.39
27,Male,Bachelor,8,Marketing Specialist,Marketing,Chennai,4.0,Marketing,Enterprise,Basic,5,3022571.7
25,Female,PhD,6,HR Manager,HR,Mumbai,2.0,Communication,Enterprise,Basic,2,3259105.66
51,Female,PhD,27,Sales Rep,Sales,Bangalore,1.0,,Startup,None,0,6234224.49
32,Female,Bachelor,13,HR Manager,HR,Kolkata,,SQL,Enterprise,None,1,3395130.24
51,Male,Bachelor,32,Data Scientist,IT,Remote,1.0,Marketing,Startup,Basic,5,7399188.91
52,,Bachelor,28,HR Manager,HR,Hyderabad,3.0,SQL,Startup,Advanced,5,7444963.54
45,Male,PhD,24,Software Engineer,IT,Kolkata,4.0,Management,Enterprise,Advanced,0,12636750.34
30,Female,Master,12,Data Scientist,IT,Mumbai,3.0,Management,Mid-Size,None,5,5587747.11
24,Female,Bachelor,4,Software Engineer,IT,Chennai,2.0,Marketing,Mid-Size,None,3,1444250.24
52,Male,Bachelor,30,Data Scientist,IT,Bangalore,2.0,Communication,Startup,None,2,8468551.61
58,Other,Bachelor,38,Sales Rep,Sales,Bangalore,5.0,Marketing,Startup,Basic,3,7502347.02
57,Male,Bachelor,37,Sales Rep,Sales,Kolkata,2.0,Management,Enterprise,None,4,8039756.92
45,Male,Bachelor,22,Sales Rep,Sales,Remote,3.0,Python,Startup,None,3,2657182.76
52,Male,Master,34,Software Engineer,IT,Chennai,2.0,Python,Startup,None,1,8559754.19
27,Female,Master,4,Marketing Specialist,Marketing,Remote,4.0,SQL,Mid-Size,None,5,1215976.47
23,Female,Master,5,Data Scientist,IT,Remote,2.0,SQL,Mid-Size,Advanced,5,2475697.15
41,,Master,17,Sales Rep,Sales,Chennai,5.0,Python,Mid-Size,None,1,3800377.17
49,Female,Master,25,Data Scientist,IT,Mumbai,2.0,Management,Startup,None,5,8991938.9
32,Male,Bachelor,14,Software Engineer,IT,Kolkata,3.0,SQL,Startup,None,3,2991111.87
25,Female,Master,6,Marketing Specialist,Marketing,Kolkata,3.0,Marketing,Startup,None,4,1478968.62
36,Female,Bachelor,15,Software Engineer,IT,Delhi,2.0,Marketing,Enterprise,None,0,4509029.02
27,Female,Master,8,Data Scientist,IT,Kolkata,3.0,Management,Startup,None,1,2469126.78
51,Male,Bachelor,30,Marketing Specialist,Marketing,Bangalore,3.0,SQL,Mid-Size,Basic,3,7789580.12
59,Other,Master,36,Marketing Specialist,Marketing,Mumbai,5.0,Marketing,Mid-Size,None,3,9567942.69
23,Female,Bachelor,2,Software Engineer,IT,Chennai,4.0,SQL,Enterprise,None,3,1346392.91
36,Male,Bachelor,13,Sales Rep,Sales,Kolkata,5.0,SQL,Enterprise,None,0,2690151.03
32,Female,Bachelor,8,Data Scientist,IT,Mumbai,1.0,Marketing,Startup,Basic,2,2376706.41
29,Male,High School,9,HR Manager,HR,Kolkata,5.0,Python,Startup,None,5,1461229.6
47,Female,Master,23,HR Manager,HR,Chennai,2.0,Marketing,Mid-Size,Basic,5,7319922.13
26,Male,Master,2,Software Engineer,IT,Hyderabad,4.0,Management,Startup,None,4,1268779.25
27,Female,Bachelor,7,Data Scientist,IT,Chennai,2.0,Communication,Mid-Size,Basic,2,2495884.96
47,Female,Bachelor,26,Data Scientist,IT,Chennai,1.0,,Mid-Size,None,5,8205578.74
